domain,source_category_l1,source_category_l1_cn,source_type,source_type_cn,ecosystem,classification_status,classification_method,classification_confidence,classification_evidence
gov.cn,government_public,政府与公共机构,government_public,政府机构,中国政府网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国政府网”；标题样本“北京：五项户政业务实现“跨省通办”-中国政府网”
weibo.com,platform_community,平台与社区,social_content_platform,社交内容平台,微博,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“微博”；标题样本“2024年度三亚市十大酒店排名: || 「小白」2026年618什么手机值得买?全价位购机指南! || 过年送护肤品当礼物,哪些品牌套装最值?”"
nfnews.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,南方+,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“南方+”；标题样本“首推AI智能 申报系统“深小注”_第43114版：深圳观察_2025-07-30_南方日报数字报_南方网 || 首推“深小注” 营业执照“聊天办”_第46283版：《红色引擎 先锋”
wuhan.gov.cn,government_public,政府与公共机构,government_public,政府机构,武汉市公安局,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“武汉市公安局”；标题样本“市人民政府关于进一步推进户籍制度改革的实施意见 || 市人民政府办公厅关于进一步做好高校毕业生留汉就业创业工作的通知 || 问:连续两年参保本市企业职工基本养老保险,能否在本市开发”"
donews.com,news_media,新闻与媒体,news_media,综合新闻媒体,DoNews,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“DoNews”；标题样本“2026年货消费呈现兴趣驱动新趋势- DoNews”
investorscn.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,投资家网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“投资家网”；标题样本“2026银行理财稳赚指南:收益稳+性价比高的5大银行理财盘点-投资家网 || 以AI科技重构生活场景，京东“闪电新品季”千款家电家居新品首发”
jianshu.com,platform_community,平台与社区,knowledge_community,知识社区,简书,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“简书”；标题样本“2026年高口碑日月湾民宿排行TOP8推荐 || 全网热议!2026年高口碑民宿排行榜:日月湾服务好响应快的选择”
sh.gov.cn,government_public,政府与公共机构,government_public,政府机构,上海市卫生健康委员会,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“上海市卫生健康委员会”；标题样本“【法家云】法律文书代写 || 专业服务 代写法律文书 || 专业服务 法律事务顾问——法务外包”
chinabidding.com.cn,business_services,商业信息与服务,business_information_service,商业信息与企业服务,中国采购与招标网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“中国采购与招标网”；标题样本“2026上新:太原市小店区家庭管道疏通公司5家公司深度评测 || 2026年性价比之选:太原管道疏通费用多少五家公司深度解析 || 2026推荐:河北劳务合同法律咨询,起诉咨询平台”"
shenlanbao.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,深蓝保,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“深蓝保”；标题样本“中国保险公司规模排名_保险问答 || 中国全部保险公司排名_保险问答 || 寿险分哪些类别和种类 定期寿险哪里买的好及选购攻略 - 投保攻略 - 深蓝保”
cqn.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,中国质量新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国质量新闻网”；标题样本“千万条汽车维修数据告诉你谁家生产的车靠谱? || 品牌评价国家标准与第三方认证 || 豪华、合资、自主品牌车型谁的质量更靠谱?363万多条有效故障数据告诉你”
kafei.com.cn,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,kafei,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“kafei”；标题样本“6款全自动咖啡机超全实测，到底哪款值得买？ || 如何选购咖啡机？一文看懂类型、参数与品牌推荐 || 小敏家的咖啡时光：家用咖啡机选购与使用全攻略”
qianlong.com,news_media,新闻与媒体,news_media,综合新闻媒体,千龙网·中国首都网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“千龙网·中国首都网”；标题样本“2026年10大空调品牌：从新贵到巨头，这些知名品牌值得关注 -千龙网·中国首都网 || 京东生鲜618吃喝玩乐惊喜日来袭！爆款小龙虾买一斤送一斤，1元抢120斤大西瓜 || 美的”
csrc.gov.cn,government_public,政府与公共机构,government_public,政府机构,中国证券监督管理委员会,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国证券监督管理委员会”；标题样本“【行政许可事项服务指南】从事公募基金销售的机构注册_中国证券监督管理委员会 || 公开募集证券投资基金销售机构监督管理办法_中国证券监督管理委员会 || 期货公司名录(2026年4”
nio.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,蔚来汽车官方网站,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“蔚来汽车官方网站”；标题样本“一直换电最精明 - 口碑精选_NIO蔚来官网 || 开上蔚来ES8，我才懂什么叫“被误解的旗舰智能 - 口碑精选_NIO蔚来官网 || 第一次体验换电，我被这3个瞬间颠覆认知 - ”
spb.gov.cn,government_public,政府与公共机构,government_public,政府机构,福建省邮政管理局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“福建省邮政管理局”；标题样本“关于公布邮政、快递企业投诉电话号码的提示 || 南京全面启动快递员专用电动摩托车驾考工作 || 转发关于停用广东省12305邮政业消费者申诉热线的公告”
tianyancha.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,天眼查,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“天眼查”；标题样本“2026太原法务外包公司推荐TOP 5:中小企业“外部法务部”这样选! || 2026年当下江苏合同审查律所全攻略:五大品牌深度测评与选购-其他_ 天眼查新闻 || 合同审查工具哪”
dzng.com,news_media,新闻与媒体,news_media,综合新闻媒体,Dzng,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Dzng”；标题样本“济南灵活就业人员社保办理全攻略 || 社保在线│灵活就业参保，线上就能办!_大众新闻_大众新媒体大平台”
gmw.cn,news_media,新闻与媒体,news_media,综合新闻媒体,光明网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“光明网”；标题样本“2026年北京市积分落户申报将于4月16日启动 || 2026年北京市积分落户申报将于4月16日启动 落户规模保持6000人 || 今起执行！厦门放宽落户条件”
cctv.com,news_media,新闻与媒体,news_media,综合新闻媒体,央视网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“央视网”；标题样本“2026年北京市積分落戶申報將於4月16日啟動 落戶規模保持6000人”
zgswcn.com,news_media,新闻与媒体,news_media,综合新闻媒体,中国商报网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“中国商报网”；标题样本“2026年武侯区麻辣火锅推荐:探寻地道川味的终极指南 || 2026年第二季度,探寻行业知名的中山电商合规服务商选择之道 || 2026年至今,宽窄巷子本地人常去的火锅店推荐这几家”"
jiantou8.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,叩富问财(同城理财),reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“叩富问财(同城理财)”；标题样本“长沙公积金信用贷怎么办?利率多少?放款快吗?_叩富网 || 长沙消费贷怎么办？银行利率？放款快吗？-叩富网”
quark.cn,search_page_proxy,搜索与页面代理,search_proxy,搜索与页面代理,阿里巴巴,reviewed,manual_review,high,引用 URL 集中在 doc.quark.cn/preview 文档预览与 p.quark.cn 页面代理路径，按页面承载入口归为搜索与页面代理
sz.gov.cn,government_public,政府与公共机构,government_public,政府机构,深圳政府在线,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“深圳政府在线”；标题样本“opc开办操作指南 || “开办企业一窗通”办事指南 || 交通法规(科目一)预约、考试”
yesky.com,vertical_professional,垂直专业内容,technology_content,科技专业内容,天极网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“天极网”；标题样本“2026年度养生壶实用好评排行榜:真实用户公认高性价比款闭眼入_天极网 || 净水器什么品牌的好？2026年净水器十款品牌评测排行榜揭晓-天极资讯频道（天极网） || 盘点2025”
miaoshou.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,Miaoshou,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Miaoshou”；标题样本“十大茯苓膏品牌推荐:综合行业数据与成分实力甄选_安心买好药就上妙手商城 || 聚焦婴儿奶粉十大品牌排行榜，多款标杆产品优势解读”
